20.9413848,21.8580375
20.7081030,21.3072073
20.4627604,20.7632976
20.2047608,20.2247325
19.9340971,19.6923562
19.6504700,19.1663804
19.3544878,18.6484650
19.0443257,18.1363685
18.7225752,17.6351619
18.3852485,17.1388241
18.0382763,16.6563873
17.6729538,16.1790776
17.2973958,15.7203455
16.9007498,15.2675225
16.4955343,14.8337767
16.0727666,14.4052146
15.6456017,13.9904588
15.2097513,13.5785492
14.7732693,13.1701927
14.3386608,12.7598227
13.9086358,12.3420409
13.4896379,11.9174168
13.0793648,11.4784007
12.6869022,11.0304025
12.3084411,10.5644732
11.9536801,10.0871882
11.6200731,9.5894612
11.3151029,9.0788990
11.0354743,8.5471626
10.7902783,8.0068825
10.5763793,7.4427751
10.4044704,6.8733595
10.2749168,6.2876409
10.1944878,5.6944574
10.1682382,5.1034610
10.2021403,4.5020392
10.3023277,3.9180164
10.4760182,3.3483616
10.7236525,2.8077411
11.0484399,2.3043209
11.4447515,1.8559178
11.9084160,1.4745339
12.4306304,1.1700864
12.9910430,0.9568507
13.5731486,0.8442083
14.1604434,0.8330965
14.7484248,0.8848105
15.3382417,0.9920692
15.9134584,1.1562962
16.4720973,1.3723075
17.0103833,1.6301372
17.5222706,1.9210183
18.0162155,2.2469791
18.5047085,2.6109074
18.9597027,2.9838362
19.4093482,3.3819820
19.8461801,3.7947878
20.2681211,4.2158086
20.6840064,4.6505547
21.0884942,5.0907158
21.4871740,5.5385616
21.8810804,5.9914068
22.2695313,6.4461625
22.6547339,6.9043076
23.0361292,7.3646868
23.4135944,7.8271687
23.7884233,8.2931757
24.1595066,8.7607669
24.5285681,9.2315723
24.8941274,9.7033122
25.2581637,10.1782022
25.6188002,10.6535579
25.9782451,11.1321012
26.3344159,11.6109860
26.6892574,12.0928068
27.0408983,12.5751476
27.3909216,13.0603829
27.7375368,13.5464302
28.0820018,14.0355706
28.4224870,14.5259788
28.7599293,15.0199409
29.0923989,15.5158384
29.4205204,16.0159857
29.7423141,16.5188822
30.0581693,17.0267632
30.3661625,17.5382332
30.6663849,18.0550947
30.9578047,18.5763483
31.2406197,19.1024992
31.5148734,19.6334019
31.7804745,20.1683077
32.0382422,20.7077174
32.2881138,21.2500316
32.5312713,21.7963606
32.7674459,22.3446445
32.9979061,22.8966024
33.2220919,23.4498245
33.4411065,24.0064946
33.6540400,24.5640839
33.8616583,25.1251335
34.0626661,25.6870920
34.2574587,26.2527096
34.4445026,26.8194680
34.6241499,27.3900098
34.7951634,27.9618860
34.9574732,28.5374408
35.1095928,29.1147387
35.2510970,29.6954664
35.3809227,30.2786163
35.4984021,30.8642502
35.6030525,31.4530290
35.6942913,32.0424997
35.7731025,32.6366808
35.8388514,33.2293496
35.8917097,33.8266566
35.9304315,34.4243098
35.9537243,35.0208354
35.9600471,35.6233070
35.9480673,36.2189945
35.9161155,36.8210110
35.8635511,37.4145053
35.7874358,38.0123745
35.6884706,38.5966782
35.5608152,39.1888376
35.4097794,39.7526395
35.2207323,40.3252586
34.9992444,40.8739078
34.7385182,41.4100826
34.4375608,41.9268052
34.0890382,42.4183819
33.6931811,42.8703833
33.2494410,43.2721823
32.7618793,43.6133274
32.2435827,43.8774779
31.6830461,44.0526816
31.0887740,44.1277975
30.4865497,44.0988162
29.8960699,43.9729365
29.3408162,43.7643847
28.8137508,43.4764346
28.3310154,43.1226693
27.8958439,42.7142049
27.5086121,42.2626936
27.1616737,41.7736640
26.8552461,41.2662940
26.5764245,40.7354351
26.3249953,40.1938634
26.0953385,39.6434440
25.8816530,39.0815391
25.6847397,38.5205767
25.4972929,37.9487011
25.3216264,37.3807871
25.1520764,36.8052515
24.9900434,36.2325706
24.8317162,35.6545220
24.6780477,35.0793193
24.5258730,34.4991664
24.3765342,33.9225979
24.2272127,33.3413642
24.0796189,32.7641742
23.9312818,32.1826352
23.7840261,31.6049089
23.6358897,31.0240295
23.4880755,30.4453692
23.3397163,29.8661288
23.1906168,29.2861483
23.0413185,28.7081190
22.8905581,28.1278811
22.7392599,27.5506784
22.5854655,26.9714048
22.4296299,26.3953545
22.2693629,25.8182351
22.1046427,25.2447200
21.9329546,24.6710371
21.7544566,24.1022835
21.5662142,23.5334488
21.3695021,22.9719893
21.1605711,22.4105875
20.9413848,21.8580375
